year,pick,player_name,original_club,extracted_school,school_type,grade,games,goals
2012,53,Martin Gleeson,Koroit / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C+,97,5
2012,54,Nick Graham,Traralgon Tyers United / Traralgon / Gippsland U18,,unknown,C,48,11
2012,55,Timmy Sumner,Woodville South / Woodville-West Torrens,,unknown,C,17,6
2012,56,Daniel Currie,Eltham / Northern U18,,unknown,D,10,6
2012,58,Clay Cameron,Mount Gravatt (NEAFL) / Queensland U18 / Gold Coast (NEAFL),,unknown,C,23,5
2012,59,Adam Carter,Jandakot / Wesley College (WA) / South Fremantle,Wesley College (WA),GPS_WA,C,7,0
2012,60,Mark Hutchings,Coolbinia / East Perth,,unknown,C+,120,46
2012,61,Taylor Hine,Rupertswood / Calder U18,,unknown,C+,14,0
2012,62,Sam Siggins,Lauderdale / Tasmania U18,,unknown,D,0,0
2012,64,Matthew Dick,Macedon / Calder U18,,unknown,C,6,0
2012,66,Kaiden Brand,Berri / West Adelaide,,unknown,C,48,0
2012,68,Dean Terlich,Osborne / NSW-ACT U18 / Murray U18,,unknown,C+,35,2
2012,73,Nick Kommer,Scarborough / Hale School / East Perth,Hale School,GPS_WA,C,22,13
2012,75,Lewis Pierce,Mount Eliza / Haileybury College / Dandenong U18,Haileybury College,APS,D,5,1
2012,77,Brad Hartman,Murray Bridge Ramblers / Sturt,,unknown,C,5,1
2012,81,Rory Atkins,Maribyrnong Park / Calder U18,,unknown,B,141,52
2012,88,Sean Gregory,Rupertswood / Calder U18,,unknown,D,0,0
2013,1,Tom Boyd,Norwood (Vic) / Luther College / Eastern U18,Luther College,unknown,C+,61,50
2013,2,Josh Kelly,East Brighton / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,A,230,144
2013,3,Jack Billings,Kew Comets / Scotch College / Oakleigh U18,Scotch College,APS,B+,172,112
2013,4,Marcus Bontempelli,Eltham / Marcellin College / Northern U18,Marcellin College,other_private,A+,272,272
2013,5,Kade Kolodjashnij,Prospect / Launceston / Tasmania U18,,unknown,B,80,14
2013,6,Matthew Scharenberg,PHOS Camden / Immanuel College / Glenelg,Immanuel College,unknown,C+,41,0
2013,7,James Aish,Payneham Norwood Union / Concordia College / Norwood,Concordia College,unknown,B,186,33
2013,8,Luke McDonald,Kew Comets / Oakleigh U18 / Werribee,,unknown,B,231,19
2013,9,Christian Salem,Hampton Rovers / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,B+,204,28
2013,10,Nathan Freeman,Dingley / Haileybury College / Sandringham U18,Haileybury College,APS,D,2,1
2013,11,Dom Sheed,Mines Rovers / Subiaco,,unknown,B+,165,69
2013,12,Ben Lennon,Macleod / Ivanhoe Grammar / Northern U18,Ivanhoe Grammar,other_private,C+,21,10
2013,13,Patrick Cripps,Northampton / East Fremantle,,unknown,A+,243,135
2013,14,Cameron McCarthy,South Coogee JFC / South Fremantle,,unknown,C+,70,99
2013,15,Zak Jones,Mount Eliza / Dandenong U18,,unknown,B+,164,36
2013,16,Darcy Lang,Colac / Geelong U18,,unknown,C+,64,43
2013,17,Michael Apeness,Donvale / Eastern U18,,unknown,C,12,6
2013,18,Luke Dunstan,South Clare / Woodville-West Torrens,,unknown,B+,121,46
2013,19,Blake Acres,Edgewater-Woodvale / West Perth,,unknown,B,189,65
2013,20,Jack Leslie,Nambrok Newry / Sale / Gippsland U18,,unknown,C+,28,1
2013,21,Jarman Impey,Shepparton FC / Shepparton Swans / Murray U18,,unknown,B,234,69
2013,22,Darcy Gardiner,Queenscliff / St Joseph's College / Geelong U18,St Joseph's College,other_private,B,190,14
2013,23,Matt Crouch,Beaufort / St Patrick's College / North Ballarat U18 / North Ballarat,St Patrick's College,other_private,A,164,31
2013,24,Billy Hartung,Mornington / Mount Martha / Dandenong U18,,unknown,B,76,33
2013,25,Daniel McStay,East Ringwood / Vermont / Luther College / Eastern U18,Luther College,unknown,B,211,207
2013,26,Zach Merrett,Cobden / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,A+,265,94
2013,27,Sean Lemmens,Salisbury / Port Adelaide (SANFL),,unknown,C+,149,25
2013,28,Lewis Taylor,Terang Mortlake / Mercy Regional College / Geelong U18,Mercy Regional College,unknown,B,124,94
2013,29,Rory Lobb,Bassendean / Swan Districts,,unknown,B+,210,175
2013,30,Trent Dumont,Golden Grove / Pedare Christian College / Norwood,Pedare Christian College,unknown,B,121,28
2013,31,Malcolm Karpany,Moonta / Rostrevor College / Woodville-West Torrens,Rostrevor College,GPS_SA,C,7,6
2013,32,George Hewett,Prince Alfred College / North Adelaide,Prince Alfred College,GPS_SA,B+,211,57
2013,33,Tom Cutler,Greythorn / Trinity Grammar / Oakleigh U18,Trinity Grammar,APS,C+,96,40
2013,34,Nick Robertson,Joondalup Kinross JFC / West Perth,,unknown,C+,73,10
2013,35,Toby Nankervis,George Town / North Launceston / Tasmania U18,,unknown,B,181,45
2013,36,Jarrad Jansen,Bullcreek Leeming JFC / East Fremantle,,unknown,C,8,4
2013,37,Alex Pearce,Ulverstone / Devonport / Tasmania U18,,unknown,B,149,9
2013,38,Dayle Garlett,Upper Swan / Swan Districts,,unknown,D,0,0
2013,39,Cameron Giles,Blyth-Snowtown / Prince Alfred College / Woodville-West Torrens,Prince Alfred College,GPS_SA,D,0,0
2013,40,Jay Kennedy-Harris,Kew Comets / Trinity Grammar / Oakleigh U18 / Old Trinity,Trinity Grammar,APS,C+,39,12
2013,41,Jake Kolodjashnij,Prospect / Launceston / Tasmania U18,,unknown,C+,206,5
2013,42,Matt Fuller,Norwood,,unknown,D,0,0
2013,43,Tom Barrass,Hale School / Claremont,Hale School,GPS_WA,B+,184,2
2013,44,Aliir Aliir,Aspley / East Fremantle / Queensland U18,,unknown,A,191,6
2013,45,Mitchell Harvey,Broadview / North Adelaide,,unknown,D,0,0
2013,46,Riley Knight,South Clare / St Peter's College (SA) / Woodville-West Torrens,St Peter's College (SA),GPS_SA,C,55,37
2013,47,Ben Brown,Devonport / Tasmania U18 / Glenorchy / Werribee,,unknown,A,175,360
2013,49,Dylan Main,South Coogee JFC / South Fremantle,,unknown,D,0,0
2013,50,Nathan Gordon,East Coast Eagles / NSW-ACT U18,,unknown,C,21,18
2013,51,Nick Holman,Kyabram / Murray U18 / Collingwood (VFL),,unknown,C+,149,78
2013,52,Darcy Byrne-Jones,Camberwell / Scotch College / Oakleigh U18,Scotch College,APS,A,234,76
2013,55,Orazio Fantasia,Payneham Norwood Union / Norwood Morialta HS / Norwood,,unknown,B,120,157
2013,56,James Sicily,Keilor / Western U18 / Williamstown,,unknown,A,191,76
2013,57,Jayden Hunt,East Sandringham / Hampton Rovers / Brighton Grammar,Brighton Grammar,APS,B,172,58
2013,58,Brady Grey,Burnie / Tasmania U18,,unknown,C,21,11
2013,60,Mitch Honeychurch,Vermont / Eastern U18,,unknown,C,35,15
2013,62,Jonathan Freeman,Aspley / Queensland U18 / Brisbane (NEAFL),,unknown,C,14,16
2013,65,Tom Langdon,Glen Iris / Prahran / Melbourne Grammar / Sandringham U18 / Old Melburnians / Sandringham,Melbourne Grammar,APS,C+,89,3
2013,66,Sam Lloyd,Deniliquin FC / Geelong Grammar / Geelong U18 / Mount Eliza / Bendigo Gold / Frankston,Geelong Grammar,APS,C+,89,114
2013,68,Karl Amon,East Sandringham / Hampton Rovers / Haileybury College / Sandringham U18,Haileybury College,APS,B+,207,72
2013,77,Jonathon Marsh,Augusta Margaret River / East Fremantle,,unknown,C,26,3
2013,97,Jake Barrett,Temora / NSW-ACT U18 / Greater Western Sydney (NEAFL),,unknown,C,23,19
2014,1,Paddy McCartin,St Joseph's / St Joseph's College / Geelong Grammar / Geelong U18,St Joseph's College,other_private,B,63,35
2014,2,Christian Petracca,Park Orchards / Warrandyte / Beverley Hills / Whitefriars College / Eastern U18,Whitefriars College,other_private,A+,223,219
2014,3,Angus Brayshaw,Hampton Rovers / Haileybury College / Sandringham U18,Haileybury College,APS,A,167,49
2014,4,Jarrod Pickett,Jandakot / South Fremantle,,unknown,C+,17,8
2014,5,Jordan De Goey,Ashburton / St Kevin's College / Oakleigh U18,St Kevin's College,APS,A,194,222
2014,6,Caleb Marchbank,Benalla / Murray U18,,unknown,C+,63,0
2014,7,Paul Ahern,Keilor / Calder U18,,unknown,C+,24,6
2014,8,Peter Wright,Moonee Valley / Calder U18,,unknown,B+,162,244
2014,9,Darcy Moore,Ivanhoe JFC / Kew Comets / Carey Grammar / Oakleigh U18 / Collingwood (VFL),Carey Grammar,APS,A,199,67
2014,10,Nakia Cockatoo,Southern Districts / NT Thunder,,unknown,C+,49,32
2014,11,Liam Duggan,Bacchus Marsh / St Patrick's College / Western U18,St Patrick's College,other_private,C+,214,15
2014,12,Corey Ellis,Keilor / PEGS / Western U18,,unknown,C,31,7
2014,13,Lachie Weller,Burnie / Broadbeach / Southport / Queensland U18 / Gold Coast (NEAFL),,unknown,B,172,55
2014,14,Jake Lever,Romsey / Calder U18,,unknown,A,199,5
2014,15,Jarrod Garlett,Palmyra JFC / South Fremantle,,unknown,C,30,15
2014,16,Sam Durdin,Karoonda Districts / East Murray / Loxton / West Adelaide,,unknown,C,24,1
2014,17,Kyle Langford,Macleod / Ivanhoe Grammar / Old Ivanhoe / Northern U18,Ivanhoe Grammar,other_private,B+,176,183
2014,18,Isaac Heeney,Cardiff / NSW-ACT U18 / Sydney (NEAFL),,unknown,A+,236,321
2014,19,Blaine Boekhorst,Port Hedland / Wesley College (WA) / Swan Districts,Wesley College (WA),GPS_WA,C,25,15
2014,20,Jayden Laverde,Keilor / PEGS / Western U18,,unknown,C+,158,38
2014,21,Hugh Goddard,Geelong Amateur / Melbourne Grammar / Geelong U18,Melbourne Grammar,APS,C,12,1
2014,22,Daniel McKenzie,Ivanhoe JFC / Blackburn / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,C+,73,11
2014,23,Patrick McKenna,Gisborne,,unknown,D,0,0
2014,24,Jack Steele,Gungahlin / Belconnen / NSW-ACT U18 / Greater Western Sydney (NEAFL),,unknown,A,216,73
2014,25,Dan Nielson,Vermont / Eastern U18,,unknown,C,7,0
2014,26,Toby McLean,Narre Warren / Oakleigh U18,,unknown,B,102,62
2014,27,Lukas Webb,Lakes Entrance / Caulfield Grammar / Gippsland U18,Caulfield Grammar,APS,C,24,7
2014,28,Dillon Viojo-Rainbow,Hoppers Crossing / Western U18,,unknown,D,0,0
2014,29,Touk Miller,Maribyrnong Park / St Kevin's College / Calder U18,St Kevin's College,APS,A,227,77
2014,30,Brayden Maynard,Hampton Rovers / De La Salle College / Sandringham U18,De La Salle College,other_private,A,242,26
2014,31,Daniel Howe,Rennie / Xavier College / Murray U18 / Richmond (VFL),Xavier College,APS,C+,107,24
2014,32,Tom Lamb,Edithvale-Aspendale / Parkdale SC / St Bede's College / Dandenong U18,St Bede's College,other_private,D,1,1
2014,33,Connor Menadue,Spotswood / Western U18,,unknown,C+,46,11
2014,34,Connor Blakely,Bunbury / Swan Districts,,unknown,B,78,3
2014,35,Harrison Wigg,Walkerville / Prince Alfred College / North Adelaide,Prince Alfred College,GPS_SA,D,0,0
2014,36,Ed Vickers-Willis,East Malvern / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,C+,21,0
2014,37,James Rose,Scotch College (SA) / Sturt,Scotch College (SA),GPS_SA,C,14,7
